0.1238713,-0.04387751,0.03264259,0.1071208,0.0362594,-0.05842653,-0.0153597,-0.009063841,0.0009435628,-0.04934102,-0.03630919,0.05661336,0.08451934,-0.01626525,0.0105313,0.04028959,0.01473234,0.01266663,0.1507433,0.163917,0.1308454,0.1307984,0.09136344,-0.05774492,-0.5595451,-0.8267739,-0.4393975,-0.5530374,-0.6880537,0.3094232,-0.0107144,3.144185,3.709528,2.596508,-2.030076,0.08417949,0.3767132,4.726222,3.442743,2.203631,-1.99998,0.9559084,0.6746246,6.272649,5.485359,3.781131,-2.479298,0.6740081,-0.0002809876,-0.161079
-0.08057467,0.009470948,-0.1525243,-0.05502975,-0.008207332,-0.02697457,0.05315323,-0.03469516,-0.06995603,-0.02748057,0.0833866,-0.03218539,0.06595347,0.02080251,0.03038524,0.05466878,-0.0141424,-0.0003202678,0.1169077,0.2828756,0.1461519,0.1199137,0.01090449,0.01276228,0.10786,-0.3076034,-0.5289469,-0.7384897,0.7118436,0.003414833,0.5043079,-1.267677,1.02835,1.506295,-1.382983,-0.2226193,-2.676657,0.7365586,1.33222,1.022732,0.6324839,-2.253943,2.725886,3.077628,3.366959,3.40777,-0.5596409,0.7702489,-0.0002347803,-0.1584802
0.04876472,-0.01457335,-0.1266621,-0.04451251,-0.03042539,0.07671975,0.01894472,-0.03430622,-0.05325355,-0.003869694,0.06874771,-0.04966944,0.01233302,0.02352771,0.03665641,0.05651543,-0.01259764,-0.0400521,0.05374945,0.2562323,0.1344059,0.1092567,0.01877543,-0.037297,0.7074579,-0.2478663,-0.5086859,-0.5617231,0.7548539,0.2634729,0.579641,-1.537614,1.194112,1.381513,-1.553534,0.1744546,-2.181656,0.7437057,1.112906,0.6615328,-0.4992399,0.3028851,2.365608,2.6661,3.287973,3.16439,-0.7965438,0.3317316,-0.0001858134,-0.1582341
0.001893897,-0.0344234,-0.1015152,-0.03285419,-0.03441124,-0.01376441,-0.01071478,-0.03319269,-0.03762802,0.01265715,0.03960264,-0.04057845,0.0401766,0.02594207,0.04084038,0.05494519,-0.0173839,0.006404517,0.04162394,0.2311785,0.1225449,0.09823797,0.01647247,-0.01529091,1.222,-0.184324,-0.4306345,-0.3189086,0.8132263,0.2453889,0.3204624,-1.734139,1.27299,1.209597,-1.57204,0.07756101,-1.732803,0.7071431,0.7825225,0.1314102,-1.301229,1.247137,2.144431,2.317726,3.185183,2.936406,-0.7800422,0.1500801,-0.0001006372,-0.1584417
0.04252614,-0.05019848,-0.07719492,-0.01970159,-0.03026651,0.008507208,-0.07780062,-0.03207038,-0.02573797,0.01870984,0.001095179,-0.04979015,0.03000598,0.02803186,0.04322961,0.05131872,-0.02225593,-0.0004351941,0.09360432,0.2076901,0.1107638,0.08724783,0.01141501,0.03887922,1.403477,-0.1119608,-0.2920665,-0.01395772,0.8737141,-0.04109805,-0.0005081299,-1.869126,1.27655,1.00789,-1.473896,-0.02284609,-0.3188964,0.6446818,0.4294391,-0.3605891,-1.377149,1.917039,1.439251,2.021811,3.051057,2.700856,-0.6952191,-0.2746525,-5.588654e-05,-0.158533
0.07305934,-0.06209838,-0.05388635,-0.00532882,-0.02466561,0.008952809,-0.1163035,-0.03168976,-0.01980449,0.01230356,-0.04027603,-0.02189535,-0.0006260225,0.02973588,0.04392423,0.04624516,-0.02542545,-0.01621492,0.1373483,0.1863435,0.1014795,0.08127639,0.01680174,0.0454877,1.260027,-0.03060267,-0.1086809,0.3139292,0.8523908,-0.3558818,-1.103552,-1.957896,1.200355,0.7553414,-1.372833,-0.5578325,1.004363,0.578103,0.1407645,-0.6472324,-0.7646345,1.618399,1.953008,1.770051,2.887203,2.455975,-0.5982866,0.4029591,-6.700542e-05,-0.1588051
0.002790165,-0.07046784,-0.03211252,0.009034012,-0.02218595,-0.05768614,-0.009727614,-0.03207146,-0.01886419,-0.001746401,-0.06759413,0.08822491,-0.01946207,0.03076534,0.04218806,0.03837274,-0.03014905,-0.01081672,0.0219359,0.1671863,0.09476267,0.07958619,0.02534524,-0.06575014,1.559802,0.05769351,0.09848027,0.6232485,0.7141005,-0.1273441,-1.709243,-2.01704,1.034155,0.4214783,-1.34117,-0.1346999,1.506311,0.5255069,-0.02660518,-0.6547456,0.2073099,0.5234086,2.761062,1.562311,2.723833,2.259107,-0.3947984,0.6406487,-8.874073e-05,-0.1586918
-0.02017531,-0.07624201,-0.01435429,0.0180859,-0.03215095,-0.03940537,0.02189687,-0.03233878,-0.01871821,-0.01297015,-0.06399049,0.06198793,0.03069741,0.03114943,0.03859852,0.0292294,-0.03179869,0.03841463,0.04276502,0.1495375,0.08798333,0.07596534,0.02176901,-0.006877593,1.693093,0.152536,0.3186759,0.9027159,0.519434,-0.06353688,-1.760865,-2.058096,0.7858149,0.01883823,-1.313443,0.07897691,0.1976673,0.4890093,-0.08661701,-0.4696665,1.006419,-1.206182,2.450772,1.400335,2.591302,2.157761,-0.07390592,0.09403015,-7.02107e-05,-0.1585936
-0.06702811,-0.08035033,-0.002537777,0.01846934,-0.05270649,-0.03648934,0.02667784,-0.03187409,-0.01680415,-0.01641989,-0.03776291,0.01728006,0.1156357,0.03159039,0.03612504,0.02499552,-0.01918191,0.07059412,0.1362942,0.1334787,0.0817866,0.07216579,0.01688186,0.06573216,1.512733,0.2530006,0.541831,1.145177,0.3114315,-0.2412,-1.512393,-2.08608,0.4833503,-0.3997869,-1.176401,0.5132959,-0.970269,0.454685,-0.1118226,-0.2832002,1.211873,-1.515061,2.348854,1.280016,2.491149,2.131446,0.2153677,-0.1451898,-2.157997e-05,-0.1585766
-0.07943594,-0.083472,0.002758378,0.01012626,-0.07453353,-0.003431541,0.05389178,-0.03055559,-0.01283938,-0.01301686,-0.008078031,0.008495502,0.07553428,0.03272425,0.03696975,0.02912786,0.00522876,-0.01506353,0.1221467,0.1196854,0.07891758,0.07408232,0.02437627,0.009170188,1.422834,0.3556846,0.7513301,1.330963,0.08380984,-0.1916594,-1.142707,-2.100757,0.166327,-0.7660971,-0.8639536,0.6315342,-1.046469,0.4092604,-0.1607771,-0.2199103,0.8693046,-0.5362117,2.103647,1.194252,2.411434,2.136237,0.3630664,-0.2963186,-1.001199e-05,-0.1589212
